,Images,Masks
333,images/M01_002h_133.png,labels/M01_002h_133_P.png
334,images/M01_002h_134.png,labels/M01_002h_134_P.png
335,images/M01_002h_135.png,labels/M01_002h_135_P.png
336,images/M01_002h_136.png,labels/M01_002h_136_P.png
337,images/M01_002h_137.png,labels/M01_002h_137_P.png
338,images/M01_002h_138.png,labels/M01_002h_138_P.png
339,images/M01_002h_139.png,labels/M01_002h_139_P.png
340,images/M01_002h_140.png,labels/M01_002h_140_P.png
341,images/M01_002h_141.png,labels/M01_002h_141_P.png
342,images/M01_002h_142.png,labels/M01_002h_142_P.png
343,images/M01_002h_143.png,labels/M01_002h_143_P.png
344,images/M01_002h_144.png,labels/M01_002h_144_P.png
345,images/M01_002h_145.png,labels/M01_002h_145_P.png
346,images/M01_002h_146.png,labels/M01_002h_146_P.png
347,images/M01_002h_147.png,labels/M01_002h_147_P.png
348,images/M01_002h_148.png,labels/M01_002h_148_P.png
349,images/M01_002h_149.png,labels/M01_002h_149_P.png
350,images/M01_002h_150.png,labels/M01_002h_150_P.png
351,images/M01_002h_151.png,labels/M01_002h_151_P.png
352,images/M01_002h_152.png,labels/M01_002h_152_P.png
353,images/M01_002h_153.png,labels/M01_002h_153_P.png
354,images/M01_002h_154.png,labels/M01_002h_154_P.png
355,images/M01_002h_155.png,labels/M01_002h_155_P.png
356,images/M01_002h_156.png,labels/M01_002h_156_P.png
357,images/M01_002h_157.png,labels/M01_002h_157_P.png
358,images/M01_002h_158.png,labels/M01_002h_158_P.png
359,images/M01_002h_159.png,labels/M01_002h_159_P.png
360,images/M01_002h_160.png,labels/M01_002h_160_P.png
361,images/M01_002h_161.png,labels/M01_002h_161_P.png
362,images/M01_002h_162.png,labels/M01_002h_162_P.png
363,images/M01_002h_163.png,labels/M01_002h_163_P.png
364,images/M01_002h_164.png,labels/M01_002h_164_P.png
365,images/M01_002h_165.png,labels/M01_002h_165_P.png
366,images/M01_002h_166.png,labels/M01_002h_166_P.png
367,images/M01_002h_167.png,labels/M01_002h_167_P.png
368,images/M01_002h_168.png,labels/M01_002h_168_P.png
369,images/M01_002h_169.png,labels/M01_002h_169_P.png
370,images/M01_002h_170.png,labels/M01_002h_170_P.png
371,images/M01_002h_171.png,labels/M01_002h_171_P.png
372,images/M01_002h_172.png,labels/M01_002h_172_P.png
373,images/M01_002h_173.png,labels/M01_002h_173_P.png
374,images/M01_002h_174.png,labels/M01_002h_174_P.png
375,images/M01_002h_175.png,labels/M01_002h_175_P.png
376,images/M01_002h_176.png,labels/M01_002h_176_P.png
377,images/M01_002h_177.png,labels/M01_002h_177_P.png
378,images/M01_002h_178.png,labels/M01_002h_178_P.png
379,images/M01_002h_179.png,labels/M01_002h_179_P.png
380,images/M01_002h_180.png,labels/M01_002h_180_P.png
381,images/M01_002h_181.png,labels/M01_002h_181_P.png
382,images/M01_002h_182.png,labels/M01_002h_182_P.png
383,images/M01_002h_183.png,labels/M01_002h_183_P.png
384,images/M01_002h_184.png,labels/M01_002h_184_P.png
385,images/M01_002h_185.png,labels/M01_002h_185_P.png
386,images/M01_002h_186.png,labels/M01_002h_186_P.png
387,images/M01_002h_187.png,labels/M01_002h_187_P.png
388,images/M01_002h_188.png,labels/M01_002h_188_P.png
389,images/M01_002h_189.png,labels/M01_002h_189_P.png
390,images/M01_002h_190.png,labels/M01_002h_190_P.png
391,images/M01_002h_191.png,labels/M01_002h_191_P.png
392,images/M01_002h_192.png,labels/M01_002h_192_P.png
393,images/M01_002h_193.png,labels/M01_002h_193_P.png
394,images/M01_002h_194.png,labels/M01_002h_194_P.png
395,images/M01_002h_195.png,labels/M01_002h_195_P.png
396,images/M01_002h_196.png,labels/M01_002h_196_P.png
397,images/M01_002h_197.png,labels/M01_002h_197_P.png
398,images/M01_004h_0.png,labels/M01_004h_0_P.png
399,images/M01_004h_1.png,labels/M01_004h_1_P.png
400,images/M01_004h_2.png,labels/M01_004h_2_P.png
401,images/M01_004h_3.png,labels/M01_004h_3_P.png
402,images/M01_004h_4.png,labels/M01_004h_4_P.png
403,images/M01_004h_5.png,labels/M01_004h_5_P.png
404,images/M01_004h_6.png,labels/M01_004h_6_P.png
405,images/M01_004h_7.png,labels/M01_004h_7_P.png
406,images/M01_004h_8.png,labels/M01_004h_8_P.png
407,images/M01_004h_9.png,labels/M01_004h_9_P.png
408,images/M01_004h_10.png,labels/M01_004h_10_P.png
409,images/M01_004h_11.png,labels/M01_004h_11_P.png
410,images/M01_004h_12.png,labels/M01_004h_12_P.png
411,images/M01_004h_13.png,labels/M01_004h_13_P.png
412,images/M01_004h_14.png,labels/M01_004h_14_P.png
413,images/M01_004h_15.png,labels/M01_004h_15_P.png
414,images/M01_004h_16.png,labels/M01_004h_16_P.png
415,images/M01_004h_17.png,labels/M01_004h_17_P.png
416,images/M01_004h_18.png,labels/M01_004h_18_P.png
417,images/M01_004h_19.png,labels/M01_004h_19_P.png
418,images/M01_004h_20.png,labels/M01_004h_20_P.png
419,images/M01_004h_21.png,labels/M01_004h_21_P.png
420,images/M01_004h_22.png,labels/M01_004h_22_P.png
421,images/M01_004h_23.png,labels/M01_004h_23_P.png
422,images/M01_004h_24.png,labels/M01_004h_24_P.png
423,images/M01_004h_25.png,labels/M01_004h_25_P.png
424,images/M01_004h_26.png,labels/M01_004h_26_P.png
425,images/M01_004h_27.png,labels/M01_004h_27_P.png
426,images/M01_004h_28.png,labels/M01_004h_28_P.png
427,images/M01_004h_29.png,labels/M01_004h_29_P.png
428,images/M01_004h_30.png,labels/M01_004h_30_P.png
429,images/M01_004h_31.png,labels/M01_004h_31_P.png
430,images/M01_004h_32.png,labels/M01_004h_32_P.png
431,images/M01_004h_33.png,labels/M01_004h_33_P.png
432,images/M01_004h_34.png,labels/M01_004h_34_P.png
433,images/M01_004h_35.png,labels/M01_004h_35_P.png
434,images/M01_004h_36.png,labels/M01_004h_36_P.png
435,images/M01_004h_37.png,labels/M01_004h_37_P.png
436,images/M01_004h_38.png,labels/M01_004h_38_P.png
437,images/M01_004h_39.png,labels/M01_004h_39_P.png
438,images/M01_004h_40.png,labels/M01_004h_40_P.png
439,images/M01_004h_41.png,labels/M01_004h_41_P.png
440,images/M01_004h_42.png,labels/M01_004h_42_P.png
441,images/M01_004h_43.png,labels/M01_004h_43_P.png
442,images/M01_004h_44.png,labels/M01_004h_44_P.png
443,images/M01_004h_45.png,labels/M01_004h_45_P.png
444,images/M01_004h_46.png,labels/M01_004h_46_P.png
445,images/M01_004h_47.png,labels/M01_004h_47_P.png
446,images/M01_004h_48.png,labels/M01_004h_48_P.png
447,images/M01_004h_49.png,labels/M01_004h_49_P.png
448,images/M01_004h_50.png,labels/M01_004h_50_P.png
449,images/M01_004h_51.png,labels/M01_004h_51_P.png
450,images/M01_004h_52.png,labels/M01_004h_52_P.png
451,images/M01_004h_53.png,labels/M01_004h_53_P.png
452,images/M01_004h_54.png,labels/M01_004h_54_P.png
453,images/M01_004h_55.png,labels/M01_004h_55_P.png
454,images/M01_004h_56.png,labels/M01_004h_56_P.png
455,images/M01_004h_57.png,labels/M01_004h_57_P.png
456,images/M01_004h_58.png,labels/M01_004h_58_P.png
457,images/M01_004h_59.png,labels/M01_004h_59_P.png
458,images/M01_004h_60.png,labels/M01_004h_60_P.png
459,images/M01_004h_61.png,labels/M01_004h_61_P.png
460,images/M01_004h_62.png,labels/M01_004h_62_P.png
461,images/M01_004h_63.png,labels/M01_004h_63_P.png
462,images/M01_004h_64.png,labels/M01_004h_64_P.png
463,images/M01_004h_65.png,labels/M01_004h_65_P.png
464,images/M01_004h_66.png,labels/M01_004h_66_P.png
465,images/M01_004h_67.png,labels/M01_004h_67_P.png
466,images/M01_004h_68.png,labels/M01_004h_68_P.png
467,images/M01_004h_69.png,labels/M01_004h_69_P.png
468,images/M01_004h_70.png,labels/M01_004h_70_P.png
469,images/M01_004h_71.png,labels/M01_004h_71_P.png
470,images/M01_004h_72.png,labels/M01_004h_72_P.png
471,images/M01_004h_73.png,labels/M01_004h_73_P.png
472,images/M01_004h_74.png,labels/M01_004h_74_P.png
473,images/M01_004h_75.png,labels/M01_004h_75_P.png
474,images/M01_004h_76.png,labels/M01_004h_76_P.png
475,images/M01_004h_77.png,labels/M01_004h_77_P.png
476,images/M01_004h_78.png,labels/M01_004h_78_P.png
477,images/M01_004h_79.png,labels/M01_004h_79_P.png
478,images/M01_004h_80.png,labels/M01_004h_80_P.png
479,images/M01_004h_81.png,labels/M01_004h_81_P.png
480,images/M01_004h_82.png,labels/M01_004h_82_P.png
481,images/M01_004h_83.png,labels/M01_004h_83_P.png
482,images/M01_004h_84.png,labels/M01_004h_84_P.png
483,images/M01_004h_85.png,labels/M01_004h_85_P.png
484,images/M01_004h_86.png,labels/M01_004h_86_P.png
485,images/M01_004h_87.png,labels/M01_004h_87_P.png
486,images/M01_004h_88.png,labels/M01_004h_88_P.png
487,images/M01_004h_89.png,labels/M01_004h_89_P.png
488,images/M01_004h_90.png,labels/M01_004h_90_P.png
489,images/M01_004h_91.png,labels/M01_004h_91_P.png
490,images/M01_004h_92.png,labels/M01_004h_92_P.png
491,images/M01_004h_93.png,labels/M01_004h_93_P.png
492,images/M01_004h_94.png,labels/M01_004h_94_P.png
493,images/M01_004h_95.png,labels/M01_004h_95_P.png
494,images/M01_004h_96.png,labels/M01_004h_96_P.png
495,images/M01_004h_97.png,labels/M01_004h_97_P.png
